ActivityName SubjectID tBodyAccMeanX tBodyAccMeanY tBodyAccMeanZ tBodyAccStdX tBodyAccStdY tBodyAccStdZ tGravityAccMeanX tGravityAccMeanY tGravityAccMeanZ tGravityAccStdX tGravityAccStdY tGravityAccStdZ tBodyAccJerkMeanX tBodyAccJerkMeanY tBodyAccJerkMeanZ tBodyAccJerkStdX tBodyAccJerkStdY tBodyAccJerkStdZ tBodyGyroMeanX tBodyGyroMeanY tBodyGyroMeanZ tBodyGyroStdX tBodyGyroStdY tBodyGyroStdZ tBodyGyroJerkMeanX tBodyGyroJerkMeanY tBodyGyroJerkMeanZ tBodyGyroJerkStdX tBodyGyroJerkStdY tBodyGyroJerkStdZ tBodyAccMagMean tBodyAccMagStd tGravityAccMagMean tGravityAccMagStd tBodyAccJerkMagMean tBodyAccJerkMagStd tBodyGyroMagMean tBodyGyroMagStd tBodyGyroJerkMagMean tBodyGyroJerkMagStd fBodyAccMeanX fBodyAccMeanY fBodyAccMeanZ fBodyAccStdX fBodyAccStdY fBodyAccStdZ fBodyAccJerkMeanX fBodyAccJerkMeanY fBodyAccJerkMeanZ fBodyAccJerkStdX fBodyAccJerkStdY fBodyAccJerkStdZ fBodyGyroMeanX fBodyGyroMeanY fBodyGyroMeanZ fBodyGyroStdX fBodyGyroStdY fBodyGyroStdZ fBodyAccMagMean fBodyAccMagStd fBodyBodyAccJerkMagMean fBodyBodyAccJerkMagStd fBodyBodyGyroMagMean fBodyBodyGyroMagStd fBodyBodyGyroJerkMagMean fBodyBodyGyroJerkMagStd
1538 WALKING_UPSTAIRS 0.29960665 -0.014975152 -0.061362489 0.21981346 0.47568259 -0.2172238 0.88057089 -0.35261906 0.12436709 -0.95273438 -0.91727919 -0.97130332 -0.21883243 0.30897024 -0.072333245 0.09013853 0.20881545 -0.43179246 -0.63292562 0.43476733 -0.14287225 -0.25900002 -0.50044542 -0.24722838 -0.14416748 -0.012621008 0.055743494 -0.10689129 -0.4764056 -0.27658622 0.26791224 0.22548261 0.26791224 0.22548261 0.0034867482 0.12613781 -0.0050874597 -0.12801613 -0.35941901 -0.3812201 0.017164179 0.43590288 -0.2149453 0.29096614 0.40303782 -0.28231756 0.027220073 0.16312767 -0.33719718 0.060025554 0.17731834 -0.53100262 -0.010986372 -0.41616228 -0.092606515 -0.33829035 -0.56413897 -0.37437425 0.16997746 0.064799574 0.11582911 0.13212509 -0.16546792 -0.25237056 -0.41647344 -0.38011848 3
1539 WALKING_DOWNSTAIRS 0.29966975 0.01773035 -0.10341476 -0.46670338 0.0020757178 -0.38324488 0.95308034 -0.26720738 -0.12315697 -0.98756469 -0.94736482 -0.97445399 0.0039191097 0.090898769 0.023170131 -0.38309105 0.022892783 -0.51155104 -0.02331357 -0.038185277 0.079150782 -0.54268975 -0.62370522 -0.49651581 -0.067214275 -0.03278119 -0.022612934 -0.29099944 -0.7194226 -0.59758358 -0.30213445 -0.35112108 -0.30213445 -0.35112108 -0.30338161 -0.17289838 -0.48922888 -0.56235365 -0.59389345 -0.57132241 -0.46988976 -0.11323933 -0.43412222 -0.46534759 -0.0039330426 -0.40341347 -0.41321899 -0.098659738 -0.51282123 -0.40590693 0.086603185 -0.50904308 -0.42638186 -0.66854956 -0.51190655 -0.57959845 -0.60102471 -0.5374652 -0.33362179 -0.46166747 -0.27446999 -0.060720453 -0.57933118 -0.62606698 -0.64023541 -0.52184274 1
1540 WALKING 0.29995717 0.014082123 -0.082310404 0.069268419 0.057800324 -0.23505028 0.9494625 -0.2174464 -0.036024083 -0.96359544 -0.97040129 -0.92318235 0.04067403 0.10214726 -0.035983861 -0.020238208 -0.020301028 -0.30083795 0.076307669 -0.13980936 0.062390004 -0.5427095 -0.2107071 -0.16995951 -0.094600569 0.09716612 -0.019976938 -0.48668696 -0.39743699 -0.3239807 0.028422451 0.18395782 0.028422451 0.18395782 -0.051003762 -0.029108804 -0.20791661 -0.39070152 -0.36898401 -0.5235515 0.018727258 0.099339036 -0.21460601 0.088544939 -0.032425965 -0.3102978 -0.036822523 -0.039324985 -0.24059704 -0.091073978 -0.067669415 -0.35837875 -0.43758418 -0.20368179 -0.1379991 -0.57617629 -0.22065935 -0.25653779 0.24844729 -0.038304729 0.028128341 -0.11387575 -0.39392654 -0.49510104 -0.47817554 -0.62720248 3
1541 WALKING_UPSTAIRS 0.29997571 -0.01160794 -0.13608717 -0.029025935 0.26128485 -0.34148743 0.88077253 -0.32067691 0.15905164 -0.94737856 -0.95414805 -0.95000312 0.10679989 0.10591926 -0.17449211 0.069418011 -0.061979763 -0.39069229 -0.4240106 0.24692958 -0.048694631 -0.28356213 -0.43120128 -0.35955464 -0.24762777 -0.0141447 -0.12878084 -0.32906751 -0.42818501 -0.2856411 -0.013220645 0.1501838 -0.013220645 0.1501838 -0.099226401 0.11929825 -0.15117529 -0.18882846 -0.42150307 -0.34820585 0.057325764 0.21036281 -0.31747142 -0.065229441 0.20805664 -0.41033307 0.094934979 -0.087814913 -0.36108815 -0.060119973 -0.097964676 -0.41724266 -0.21773834 -0.3743148 -0.15959232 -0.30830518 -0.47345486 -0.49951511 0.2576716 -0.094211421 0.034995884 0.21079886 -0.32284618 -0.23911342 -0.40388408 -0.32524481 3
1542 WALKING 0.30005315 -0.018087248 -0.10818389 -0.98194347 -0.98287187 -0.93625941 -0.26612231 0.94630484 -0.21665214 -0.96894272 -0.98794715 -0.9394897 0.07253847 0.0018099541 -0.047144915 -0.98435288 -0.98986181 -0.99260581 -0.017388406 -0.088039484 0.068896777 -0.96207546 -0.99789447 -0.97660535 -0.064280841 -0.038603081 -0.068946083 -0.98397843 -0.99798702 -0.9800886 -0.96875933 -0.96069102 -0.96875933 -0.96069102 -0.98915485 -0.991641 -0.96911972 -0.96372567 -0.99038924 -0.99112165 -0.98488729 -0.98409837 -0.95904091 -0.98060055 -0.98218516 -0.92879056 -0.98621974 -0.99041315 -0.9896296 -0.98363198 -0.98984088 -0.99460855 -0.94941736 -0.99746197 -0.971371 -0.9660616 -0.99816863 -0.98069987 -0.97166482 -0.95993478 -0.99068172 -0.99184929 -0.96908901 -0.96603608 -0.9908718 -0.99171566 6
1543 SITTING 0.30029053 -0.055739891 -0.13905246 -0.44272372 0.022990934 -0.60842339 0.97316356 -0.042662617 0.11907266 -0.96399235 -0.87640108 -0.91184888 0.16569286 -0.071342105 0.011776311 -0.35404282 -0.20315366 -0.79202089 0.40209867 -0.1372937 0.14034057 -0.5695699 -0.66337332 -0.63370743 -0.18345625 -0.02687995 -0.14549041 -0.50508681 -0.83717514 -0.72345127 -0.30476002 -0.42068142 -0.30476002 -0.42068142 -0.39861737 -0.3535008 -0.36960792 -0.53664393 -0.7157238 -0.74709536 -0.44379167 -0.13051014 -0.66579544 -0.44220439 0.032640895 -0.60768812 -0.35897586 -0.30833722 -0.76562796 -0.40746339 -0.14307373 -0.81741436 -0.41599943 -0.7215618 -0.58336043 -0.61888977 -0.63420153 -0.6852453 -0.38062553 -0.53389736 -0.34430639 -0.36623063 -0.57938853 -0.58660439 -0.73777458 -0.77778925 1
1544 LAYING 0.30033344 -0.044853951 -0.11770881 -0.08749914 0.35194847 -0.40490796 0.91464579 -0.32884516 -0.011936091 -0.98690477 -0.94446627 -0.96634842 -0.20008917 0.18600889 -0.33106457 -0.26306704 0.03465965 -0.74555995 0.32147112 -0.35766909 0.050108731 -0.19726874 -0.39720314 -0.080525777 -0.34046389 -0.076336784 -0.20263194 -0.26153642 -0.65415537 -0.21388101 0.04721333 -0.17138412 0.04721333 -0.17138412 -0.22530731 -0.33462906 -0.061733444 -0.12865123 -0.43077934 -0.6210916 -0.16878179 0.29161817 -0.48636782 -0.057304788 0.29773796 -0.40731125 -0.33468908 -0.058062421 -0.71086055 -0.25420312 0.067942512 -0.77979068 -0.039644978 -0.4442362 -0.0007070761 -0.24805735 -0.37407723 -0.19229874 -0.15765067 -0.30786871 -0.33603976 -0.33680355 -0.23272991 -0.20740793 -0.61082141 -0.66216982 2
1545 WALKING_UPSTAIRS 0.3009048 -0.023610414 -0.096890735 -0.98681212 -0.974874 -0.9869338 -0.72762928 0.71743485 0.68079188 -0.97539016 -0.98538598 -0.97649265 0.084172767 0.013429448 -0.0088533945 -0.98356356 -0.97996292 -0.98975629 -0.031533371 -0.24528334 0.15656219 -0.98720614 -0.95112948 -0.94152353 -0.098648269 -0.0088691152 -0.098258239 -0.98611208 -0.98672806 -0.98367508 -0.98122621 -0.97908161 -0.98122621 -0.97908161 -0.98586535 -0.98640829 -0.91425567 -0.91926422 -0.98654648 -0.9883955 -0.98350603 -0.97597165 -0.98590039 -0.98834378 -0.97476722 -0.98780159 -0.98286485 -0.9797115 -0.98779743 -0.98593862 -0.9817359 -0.99028732 -0.98404221 -0.95693298 -0.93642651 -0.98814147 -0.94804454 -0.94851088 -0.9798187 -0.98075362 -0.9863168 -0.98497016 -0.9398944 -0.91990834 -0.98854277 -0.98847859 6
1546 WALKING 0.30116241 -0.0017592965 -0.10683037 -0.36266589 0.0012200422 -0.11153777 0.90332145 -0.32878069 -0.069753369 -0.97390343 -0.97957926 -0.9422135 0.089970801 -0.29167396 -0.14793367 -0.53820966 -0.42698598 -0.75399115 0.40149417 -0.50093651 -0.1189745 -0.35180201 -0.026260286 -0.41956706 0.087295897 0.044658829 -0.15346846 -0.6345278 -0.59544474 -0.65194976 -0.14245791 -0.43158019 -0.14245791 -0.43158019 -0.52451544 -0.59173517 -0.050825995 0.10130039 -0.60543109 -0.64489902 -0.44453 -0.11089469 -0.48044247 -0.33300892 -0.0061562148 -0.017145055 -0.55500288 -0.42551328 -0.72323358 -0.56149508 -0.47070131 -0.7837559 -0.37867281 -0.29767153 -0.4213541 -0.35351507 0.1020097 -0.47193162 -0.40260435 -0.53649165 -0.5545572 -0.64662673 -0.22320431 0.10688412 -0.62926092 -0.69225517 2
1547 WALKING_DOWNSTAIRS 0.30126226 -0.031648946 -0.08434376 -0.41421498 0.0090941077 -0.39515577 0.8699266 -0.39227532 -0.21317751 -0.94874096 -0.93726352 -0.91579495 -0.2816553 0.4662861 0.23156497 -0.45088551 -0.20278685 -0.73901288 0.37828939 -0.27452396 -0.2188725 -0.58566578 -0.58862183 -0.55092734 -0.10198418 -0.19824354 0.096833429 -0.41034038 -0.75012294 -0.53484996 -0.27534774 -0.31985705 -0.27534774 -0.31985705 -0.42929397 -0.41141053 -0.33619321 -0.5306363 -0.59378122 -0.71917159 -0.36846263 -0.0070630862 -0.50713828 -0.43313797 -0.045999044 -0.38356347 -0.46974465 -0.22716825 -0.7209764 -0.47981952 -0.23032783 -0.75484671 -0.50538644 -0.59579848 -0.4656416 -0.61152772 -0.58705896 -0.6237693 -0.26632481 -0.45744099 -0.38862027 -0.44298507 -0.55940556 -0.59125864 -0.72405013 -0.73186029 2
1548 SITTING 0.30127859 -0.0081853394 -0.16820747 -0.31603526 -0.15807805 -0.38147292 0.93719944 -0.25657975 0.10011902 -0.96358076 -0.9537375 -0.91070873 0.023554783 -0.13374945 0.21255306 -0.54310991 -0.44796473 -0.75068001 0.15654764 -0.043815764 0.18998039 -0.48830486 -0.65296045 -0.33361693 -0.18499957 0.080699566 -0.035286581 -0.6709938 -0.87219578 -0.65902929 -0.251941 -0.30149164 -0.251941 -0.30149164 -0.5441749 -0.56726045 -0.40062728 -0.496282 -0.76128594 -0.83847588 -0.43793926 -0.27489012 -0.51701596 -0.27342079 -0.15403245 -0.360172 -0.56644242 -0.47254084 -0.72717951 -0.55889512 -0.45789253 -0.77234472 -0.50288898 -0.7074977 -0.42507377 -0.49109657 -0.62547041 -0.3670616 -0.36810778 -0.37494054 -0.55300271 -0.58838421 -0.6427517 -0.49433622 -0.822748 -0.87426971 2
1549 WALKING_UPSTAIRS 0.30133385 -0.056094277 -0.078006249 0.27079913 0.2888186 0.3242698 0.77714742 -0.27065994 -0.41948411 -0.96158874 -0.94738828 -0.90011148 0.15660249 -0.3986951 -0.12109744 0.26419897 0.096008096 -0.27900372 -0.55332981 0.25316896 0.73758056 -0.32348674 -0.52828579 -0.30957441 -0.1592705 -0.10868257 -0.41865976 -0.25752405 -0.63738702 -0.43189863 0.33559069 0.39555447 0.33559069 0.39555447 0.092238809 0.25802847 -0.048151922 -0.31123688 -0.49324822 -0.56283286 0.10017264 0.30783761 0.011767258 0.33202144 0.19658588 0.3775176 0.14088124 0.096744865 -0.231605 0.2796022 0.015100489 -0.32314146 -0.17491356 -0.52435108 -0.13740067 -0.37094124 -0.53402675 -0.43963063 0.32888273 0.21403711 0.19250786 0.32777795 -0.36480379 -0.39245322 -0.57938496 -0.57192621 3
1550 LAYING 0.30140064 -0.0056869173 -0.093504239 -0.029312835 0.2021769 -0.3463131 0.91173211 -0.35560051 -0.015789567 -0.94364695 -0.92578401 -0.89621963 0.01203261 -0.11244145 0.034224421 -0.066193349 -0.013442778 -0.45265509 -0.055599853 0.00050712663 0.090284057 -0.36240233 -0.29010705 -0.20592724 0.0078147264 -0.24202651 -0.053910555 -0.090352985 -0.36483691 -0.094088956 0.01282355 0.0042516968 0.01282355 0.0042516968 -0.15072779 -0.011094472 -0.20400033 -0.26123415 -0.25568471 -0.31032076 -0.14909439 0.08323946 -0.40054571 0.014066367 0.18581289 -0.36759198 -0.15949779 -0.10421589 -0.49239845 -0.052625849 0.020805158 -0.41788741 -0.11615876 -0.30394794 -0.099161567 -0.44216725 -0.28667527 -0.31684422 -0.017686969 -0.13979777 -0.031873791 0.0088365665 -0.24929921 -0.40034095 -0.32320039 -0.34205964 2
1551 WALKING 0.30159413 -0.044653002 -0.081513949 -0.17845378 0.24283356 -0.14486824 0.94214757 -0.26420665 -0.037871942 -0.92623445 -0.96044242 -0.93398642 0.1182545 -0.059444371 -0.25543627 -0.099484175 0.27281995 -0.37464338 -0.63128487 0.33886407 0.066264688 -0.43202934 -0.0094472116 -0.30859732 0.11746285 -0.23670815 0.12492173 -0.17671963 -0.24802649 -0.39375945 -0.028582068 -0.077856582 -0.028582068 -0.077856582 -0.012743439 -0.040980579 0.080741014 -0.054343677 -0.24647263 -0.30047131 -0.13697476 0.18754281 -0.18079962 -0.19535064 0.19300453 -0.19280265 -0.13249557 0.14170974 -0.31505431 -0.14471705 0.33159856 -0.43208818 -0.24840387 -0.064541537 -0.28594216 -0.49056651 0.016132458 -0.37931218 0.011039192 -0.27529782 0.0073370091 -0.1124273 -0.11222826 -0.1767629 -0.28681595 -0.36801892 1
1552 SITTING 0.30166119 -0.019919391 -0.0907304 -0.35963999 0.018360138 -0.60576327 0.9680884 -0.06315817 0.1001267 -0.97413435 -0.97806602 -0.95453374 -0.051880072 -0.49410643 0.038328972 -0.19801371 -0.04866805 -0.81734996 -0.090159404 -0.027219239 0.048562636 -0.39504856 -0.66470062 -0.69124126 0.053203774 -0.22251588 -0.023707059 -0.40769872 -0.81632514 -0.66992401 -0.2354513 -0.4771266 -0.2354513 -0.4771266 -0.26901087 -0.2280781 -0.42818237 -0.53668765 -0.66462176 -0.69914144 -0.33993643 0.084383492 -0.69225749 -0.36749381 -0.08364783 -0.59156068 -0.2524588 -0.10139319 -0.80243856 -0.21176722 -0.053817286 -0.83032753 -0.29537726 -0.68818314 -0.64729882 -0.42782246 -0.65321129 -0.7352696 -0.37127466 -0.62925648 -0.28114953 -0.16999052 -0.58026146 -0.58607543 -0.68293503 -0.74402907 1
1553 STANDING 0.30170926 -0.0023877425 -0.14306728 -0.92095319 -0.77741503 -0.61073446 0.94456026 -0.017747939 0.20268755 -0.93476483 -0.89528035 -0.73188625 0.058750732 -0.045984016 0.19409343 -0.89661157 -0.85855122 -0.94551504 0.0026091511 0.020514289 0.088209324 -0.86052918 -0.88334005 -0.77769748 -0.1564911 -0.065242256 -0.038188029 -0.87727785 -0.94724368 -0.90686162 -0.80816264 -0.7135266 -0.80816264 -0.7135266 -0.90393923 -0.87806476 -0.84093216 -0.78738025 -0.92148273 -0.92903463 -0.90075323 -0.80611225 -0.74544233 -0.93047332 -0.77640836 -0.57699882 -0.89065362 -0.85838899 -0.93690537 -0.9136938 -0.86904204 -0.95300798 -0.82838173 -0.90774786 -0.81295043 -0.87069809 -0.87114532 -0.78736031 -0.75224467 -0.73729671 -0.86174259 -0.90265089 -0.83385512 -0.79396593 -0.93152052 -0.93036893 5
1554 WALKING 0.30171512 -0.0070493914 -0.093681451 -0.040142869 -0.14142127 -0.32583132 0.94706198 -0.2304889 -0.0155516 -0.94715987 -0.95272005 -0.9576926 0.064722433 0.019143688 -0.037653854 -0.10235744 -0.18060316 -0.48336229 -0.073423786 -0.081083025 0.1117395 -0.72682759 -0.15999943 -0.30760673 -0.079846005 -0.08974041 -0.12244491 -0.51492601 -0.22645512 -0.43856019 -0.048825749 -0.11708516 -0.048825749 -0.11708516 -0.18847274 -0.15700285 -0.3181541 -0.28504139 -0.36506094 -0.22428234 -0.17155168 -0.16374627 -0.42169445 0.007006763 -0.18365628 -0.32700223 -0.14876378 -0.21708516 -0.44383374 -0.13288586 -0.19540348 -0.52025207 -0.61867965 -0.077744072 -0.27034612 -0.76194292 -0.22115409 -0.38349567 -0.053807078 -0.2920717 -0.086251433 -0.25748397 -0.18574668 -0.50106049 -0.19595375 -0.31756213 3
1555 WALKING_DOWNSTAIRS 0.30174345 -0.010642162 -0.12663126 -0.97868569 -0.96416558 -0.95771146 -0.31287598 0.75740991 0.62775234 -0.98193945 -0.98823592 -0.97744811 0.078602057 -0.0030466486 0.0019837532 -0.98048217 -0.95799498 -0.96220895 -0.024935058 -0.084831822 0.087660777 -0.96911494 -0.96724226 -0.965566 -0.096328145 -0.042222818 -0.055252332 -0.97067035 -0.97268146 -0.97158356 -0.97010573 -0.95376072 -0.97010573 -0.95376072 -0.97421704 -0.95184744 -0.97576265 -0.93935198 -0.98244185 -0.95978288 -0.97883981 -0.95754381 -0.95663106 -0.97844568 -0.96942758 -0.96094868 -0.98089714 -0.95920188 -0.9562289 -0.98173367 -0.95946891 -0.96693287 -0.96086 -0.96238552 -0.96111518 -0.97166747 -0.97082187 -0.97021522 -0.95590687 -0.95853089 -0.9491786 -0.95392409 -0.94443034 -0.94601264 -0.96199049 -0.95933194 6
1556 STANDING 0.3017675 -0.033845506 -0.089249558 -0.20956784 0.019201874 -0.46317446 0.97005268 -0.12208035 0.026233297 -0.98488138 -0.96388238 -0.97651888 -0.31284251 -0.12178113 0.12958778 -0.27562802 -0.18107898 -0.56383662 -0.074660542 -0.038237506 0.064759037 -0.51702 -0.53133711 -0.39824631 -0.13268013 -0.11079698 0.065091077 -0.35330183 -0.56563779 -0.17468158 -0.11245866 -0.39369229 -0.11245866 -0.39369229 -0.2584068 -0.38368767 -0.4057437 -0.54257207 -0.44640992 -0.48808197 -0.22450025 -0.078212911 -0.44413082 -0.20365107 0.0039116167 -0.51878005 -0.31263374 -0.24474529 -0.52196196 -0.30072443 -0.16512909 -0.60375283 -0.41270599 -0.54105038 -0.32185395 -0.55034565 -0.52869347 -0.48050635 -0.31360539 -0.5380936 -0.3252423 -0.47134172 -0.48863743 -0.67146568 -0.50065939 -0.50551827 1
1557 STANDING 0.30185875 -0.019949357 -0.11149195 -0.43036019 0.11173555 -0.51411508 0.97529569 -0.09332218 -0.016380719 -0.98616823 -0.9741703 -0.97338735 -0.13544869 -0.4919816 -0.057318917 -0.36201989 -0.03396489 -0.73069824 -0.024081297 -0.084114079 0.12079697 -0.50658783 -0.58436518 -0.29891411 -0.17985905 -0.081526038 -0.11594613 -0.41473142 -0.66003331 -0.16935075 -0.26276062 -0.36868103 -0.26276062 -0.36868103 -0.35894538 -0.23978464 -0.39802062 -0.54464722 -0.5098322 -0.53775369 -0.37287343 0.068880248 -0.60256939 -0.45460217 0.063993641 -0.50521965 -0.37635009 -0.15265305 -0.71344219 -0.40409484 0.030100083 -0.74568344 -0.45003895 -0.58722154 -0.17457618 -0.52652209 -0.58549598 -0.40898604 -0.3510103 -0.47654402 -0.28149821 -0.19451221 -0.56484379 -0.60907303 -0.62343982 -0.47466113 1
1558 STANDING 0.30187688 -0.021695557 -0.10180921 -0.42458875 0.07169583 -0.49033502 0.9776938 -0.066145658 -0.022044522 -0.96227065 -0.98197333 -0.97919967 -0.15029034 -0.38336694 0.013127823 -0.32001067 -0.14485404 -0.61910274 0.0072007759 -0.01370461 0.018329646 -0.46305145 -0.45026886 -0.3191796 -0.13772982 -0.1443591 -0.10438306 -0.4443007 -0.52043221 -0.21525124 -0.25788465 -0.41476789 -0.25788465 -0.41476789 -0.33911397 -0.26302695 -0.33650696 -0.43275924 -0.45565292 -0.48001692 -0.33116092 0.0072788011 -0.53846952 -0.46580732 0.03731458 -0.50348757 -0.35501684 -0.22366207 -0.61201351 -0.34327421 -0.11499719 -0.62413327 -0.38326907 -0.44328472 -0.23408905 -0.48971079 -0.45848695 -0.41174112 -0.35893388 -0.53941835 -0.27236144 -0.25469108 -0.47959385 -0.49774282 -0.55386154 -0.43048852 1
1559 WALKING_DOWNSTAIRS 0.30192251 -0.036593718 -0.058174666 -0.10592436 -0.14760326 -0.41973523 0.93414686 -0.18809886 -0.10909655 -0.93481422 -0.95901777 -0.91949417 0.038899767 0.14607171 0.16615751 -0.088573665 -0.17520136 -0.57867132 0.15077013 -0.10247006 0.069822901 -0.2849488 -0.55455091 -0.54981342 0.39486054 -0.15584168 -0.047788925 -0.44180089 -0.62473187 -0.47680458 -0.14650003 -0.052000063 -0.14650003 -0.052000063 -0.24641523 -0.071712236 -0.30522918 -0.32587791 -0.52007598 -0.685576 -0.10564773 -0.12384278 -0.40448513 -0.10600195 -0.2145163 -0.4764041 -0.063935826 -0.21069676 -0.54099721 -0.20261452 -0.19156122 -0.61419337 -0.052210229 -0.52712962 -0.43556186 -0.35911673 -0.57550417 -0.63555858 0.031294807 -0.24980272 -0.070197115 -0.077417195 -0.29140109 -0.47274953 -0.66153493 -0.74409605 3
1560 SITTING 0.30233239 0.031498918 -0.067048605 -0.18719375 -0.47703554 -0.52801657 0.95099784 -0.099872999 0.15651322 -0.96722047 -0.89088347 -0.88283591 0.13056853 -0.0091039649 -0.11938261 -0.37421066 -0.43925935 -0.6588736 -0.17048607 -0.055188349 0.076891049 -0.60361175 -0.73317196 -0.58758145 -0.054556878 -0.034977682 -0.048007845 -0.59043151 -0.83125543 -0.55648968 -0.22394554 -0.35316446 -0.22394554 -0.35316446 -0.42212853 -0.47461681 -0.5540465 -0.65311716 -0.70273138 -0.76921689 -0.42344914 -0.43156403 -0.56089037 -0.11096025 -0.53603479 -0.54652312 -0.42939135 -0.44778951 -0.62868855 -0.37216449 -0.46927334 -0.68699059 -0.53982964 -0.77080075 -0.50939959 -0.624623 -0.71410466 -0.65442081 -0.32082361 -0.47227151 -0.43646176 -0.53069964 -0.66350133 -0.70586815 -0.74620856 -0.82141952 3
1561 SITTING 0.30247452 -0.015351499 -0.12844592 -0.40943727 -0.0099335941 -0.6347918 0.96678364 -0.059636907 0.10936256 -0.98405071 -0.97351691 -0.96356679 0.097601134 -0.31139606 -0.12647311 -0.27271785 -0.13395913 -0.80000297 0.00049586713 -0.13814931 0.084251029 -0.50668217 -0.64731622 -0.69702913 -0.19754881 -0.0076879478 -0.14178503 -0.465102 -0.81484347 -0.64252169 -0.28084576 -0.50298601 -0.28084576 -0.50298601 -0.32408269 -0.31656156 -0.51380016 -0.55373695 -0.67707792 -0.72365707 -0.39924164 -0.10919298 -0.65161815 -0.41342031 -0.022583491 -0.65375782 -0.32691114 -0.19340368 -0.76852437 -0.28027875 -0.1256481 -0.83158097 -0.4099395 -0.69779348 -0.6287284 -0.53783043 -0.62180292 -0.75082384 -0.41006641 -0.64141938 -0.21648976 -0.46615062 -0.57101667 -0.61845706 -0.69590114 -0.78471393 1
1562 WALKING_DOWNSTAIRS 0.30282609 -0.066835794 -0.1736808 -0.2366913 0.070712223 -0.35434925 0.89284081 -0.38445152 -0.12779658 -0.96879886 -0.93259613 -0.92046533 0.12686383 -0.23127467 -0.27800869 -0.44242817 -0.16535055 -0.66303703 -0.22778362 0.004006615 0.23829425 -0.38172571 -0.49797549 -0.51835891 -0.40822067 0.059571835 -0.034759051 -0.49828524 -0.71860335 -0.52180065 -0.12184381 -0.26406953 -0.12184381 -0.26406953 -0.36457945 -0.46833956 -0.29459753 -0.5024332 -0.61819214 -0.68668704 -0.3561515 0.013306544 -0.41834973 -0.19433351 0.032889359 -0.36966658 -0.47180107 -0.20408219 -0.6100806 -0.46077485 -0.17858597 -0.71727767 -0.25751428 -0.55374155 -0.40345957 -0.42161187 -0.46986024 -0.60673781 -0.27814235 -0.37037349 -0.42321494 -0.53561228 -0.53511415 -0.56522797 -0.68240672 -0.71370889 2
1563 WALKING_DOWNSTAIRS 0.30283482 0.021142501 -0.13124183 -0.96668513 -0.86294161 -0.92438031 0.9201241 -0.34784851 -0.07928537 -0.97041184 -0.90980138 -0.96163331 0.10040004 0.048416042 -0.091273409 -0.9582979 -0.93102159 -0.97237148 -0.093421563 -0.062776425 0.076141977 -0.79813982 -0.91613045 -0.91075231 -0.072918478 -0.026090697 -0.098941406 -0.92904624 -0.96691378 -0.96025062 -0.91304088 -0.90244247 -0.91304088 -0.90244247 -0.96314627 -0.93629656 -0.85906069 -0.72065815 -0.96350501 -0.94584994 -0.95684471 -0.89645227 -0.92363279 -0.97146004 -0.85529303 -0.93009898 -0.95669533 -0.92364329 -0.96710142 -0.9641151 -0.94698479 -0.97651002 -0.8414751 -0.93171794 -0.92109982 -0.79161779 -0.90819881 -0.91549703 -0.9146889 -0.90989166 -0.93140534 -0.94119264 -0.84168012 -0.70295794 -0.95197632 -0.9417722 5
1564 SITTING 0.30344228 -0.022841831 -0.13996845 -0.38373339 -0.033969521 -0.6307167 0.96355137 -0.054918624 0.11604199 -0.98885111 -0.96362919 -0.97539035 0.17555453 0.2998078 -0.011936248 -0.21266941 -0.23533003 -0.78152729 0.0058260721 -0.11146805 0.089677627 -0.51582105 -0.66057285 -0.69871067 -0.39370989 0.084532996 -0.1519249 -0.50717482 -0.8055036 -0.66024529 -0.26227014 -0.53705604 -0.26227014 -0.53705604 -0.32961391 -0.28228272 -0.52281543 -0.57132973 -0.68980047 -0.73693347 -0.3959036 -0.11892972 -0.66104716 -0.37890136 -0.051809318 -0.64238817 -0.30652406 -0.29503878 -0.7442118 -0.1869141 -0.22007659 -0.81987144 -0.33321354 -0.67960953 -0.65228859 -0.57476815 -0.6516224 -0.74307191 -0.43257486 -0.68054096 -0.29231066 -0.27406589 -0.63669726 -0.60114227 -0.71940325 -0.7801096 1
1565 WALKING_UPSTAIRS 0.30362162 -0.017156999 -0.11169795 -0.989636 -0.99121537 -0.98918225 -0.33831865 0.78641593 0.59685687 -0.96546592 -0.99828965 -0.9898837 0.059028093 0.028526236 -0.0005782182 -0.9876463 -0.98717464 -0.98738547 -0.028099769 -0.12248662 0.11551291 -0.98551685 -0.97853875 -0.95866826 -0.11082376 -0.033831373 -0.081995372 -0.99631723 -0.99500427 -0.99398355 -0.98771561 -0.98797515 -0.98771561 -0.98797515 -0.98801197 -0.98970273 -0.96853026 -0.96244603 -0.99563775 -0.99683493 -0.98601804 -0.98566504 -0.98679413 -0.99146292 -0.99463893 -0.99093106 -0.98680388 -0.98608428 -0.9837068 -0.98986633 -0.98967433 -0.99005567 -0.98481695 -0.98510499 -0.96180383 -0.98572612 -0.97520996 -0.9612278 -0.98655927 -0.98987622 -0.98859447 -0.99002773 -0.97666653 -0.96028308 -0.99619677 -0.99789178 6
